 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
EH	0	LIBRARIES	668.5	1833.4	4404.3	313.3	233.3	1012.4	547.596	547.581	547.626	0.045	2	6	4	2	8	1			662.0	1867.3	670.7	1823.4	682.2	1786.3	687.6	1790.6	690.4	1795.9	R	R	['L', 'AY0', 'B', 'R', 'EH0', 'R', 'IY0', 'Z']	4	3	[668.496746424235, 1833.3903431545477, 4404.329203550468],[659.3451546884926, 1812.879874598737, 3416.279921375895],[595.3195065232707, 1354.54182076687, 1880.489369192979, 3576.256139806443, 4786.258287219359],[699.6103969337101, 1716.1586318818067, 2137.1133704267045, 3717.0017066706023, 4834.888529101811]	[313.32467653519126, 233.28173390431593, 1012.4165445347738],[255.27003979765198, 197.65751343469944, 1502.648642519757],[196.528172677239, 779.3267057529545, 207.4522521787464, 611.1267538216779, 411.42219606927733],[171.54681962634774, 251.09366996298218, 399.3080825527972, 212.8793974298173, 125.3064776152952]
IY	0	LIBRARIES	414.7	2623.8	2919.1	112.9	210.9	509.6	547.796	547.761	547.867	0.106	11	3	4	2	7	0			428.8	2645.8	411.5	2615.0	386.0	2504.9	390.4	2456.5	373.2	2395.3	R	Z	['L', 'AY0', 'B', 'R', 'EH0', 'R', 'IY0', 'Z']	6	4	[311.08564305271324, 2730.9375021333676, 4674.945903863992],[414.6586186974294, 2623.836917631188, 2919.1358939276847, 4829.596963257885],[456.3404134838251, 2601.3132088969455, 2978.25821141285, 4711.664173592939],[522.2868276672049, 2550.459064748069, 2883.6440404200816, 3632.777047150011, 4914.435558152213]	[762.9994878589174, 86.89367379798986, 1748.5887110350918],[112.86874537252936, 210.87617443892316, 509.61042280935305, 650.4307265361053],[223.1826255547993, 125.22327576212942, 255.13761590605944, 555.7716456271174],[180.3817409771633, 152.92878112480048, 370.4654911342606, 812.8675877994314, 265.1695467448758]
AE	0	HAVE	943.8	1885.4	2888.3	256.5	253.7	197.0	548.1	548.021	548.257	0.236	3	3	2	2	0	0			953.2	1925.6	947.7	1886.0	925.9	1738.0	875.9	1697.5	830.8	1683.9	HH	V	['HH', 'AE0', 'V']	1	6	[1401.4234441769322, 2842.9098993628418],[836.8760873439471, 1907.374057475857, 2952.9869257281703],[895.8539693885459, 1899.6908554121467, 2768.6629214319905, 3752.3564157779433],[943.8432888852244, 1885.4223636913903, 2888.275063797898, 3279.0924345349076]	[574.6367165800864, 260.0916565986883],[452.1436815685877, 571.681385046484, 195.71174650685575],[409.5570590831626, 470.9621713120072, 951.9429407959469, 1486.2899821713615],[256.49032151868664, 253.67647618710077, 196.95845499863165, 981.7878785850424]
OW	0	STORY	602.8	1246.6	2516.6	217.2	237.9	141.2	548.504	548.485	548.561	0.076	64	6	4	2	3	1			594.9	1278.2	618.5	1202.3	646.4	1199.3	677.6	1219.6	723.3	1301.8	T	R	['S', 'T', 'OW0', 'R', 'IY0']	2	6	[783.8748311477194, 2644.9990369006223],[604.4034792185207, 983.0340336075243, 2660.74199257546, 4709.609133181886],[489.4417444658861, 1130.9178661530677, 2531.0615345330207, 3426.2402319266707],[602.789887943963, 1246.6230145076688, 2516.6070771114814, 3326.9427327010567, 4675.165812469147]	[464.47471699825655, 548.8683357403828],[913.7083546388974, 892.0460464276846, 368.0251531464289, 1678.7392167953333],[206.2130641689959, 288.739219906419, 261.4683127109936, 996.6615306394013],[217.2036655810637, 237.88004689378337, 141.20497230606895, 504.24637759801334, 892.4021114879512]
IY	0	STORY	559.5	2316.7	2633.8	209.4	176.3	317.8	548.62	548.6	548.659	0.059	12	0	0	0	7	0			601.4	2224.8	553.6	2326.1	506.9	2386.6	448.0	2426.5	400.6	2401.5	R		['S', 'T', 'OW0', 'R', 'IY0']	4	6	[412.6910234222551, 2463.3171794196296, 4339.086363304317],[499.175264963817, 2398.8653783630343, 3229.428793779376, 4556.753705073014],[483.2481499994738, 2163.7536216229887, 2449.2199668756684, 3529.2543819290418, 4687.116943223259],[559.4992988150667, 2316.690145149914, 2633.768585026823, 3805.7584671517507, 4790.338698640712]	[882.0519821568896, 136.83320391365433, 799.8939192737047],[212.08340360578805, 115.31383142769035, 1146.0925980004768, 736.4471021930545],[146.41253215079766, 1317.6969782788592, 577.4324803548412, 826.8909735068439, 546.7620552834005],[209.35390544479063, 176.32527836889506, 317.82777453011755, 303.0639565276857, 197.80299536680715]
AY	0	TIMES	1427.6	2402.8	3290.8	542.7	300.4	571.5	548.793	548.798	548.95	0.152	41	4	1	2	3	3		m	488.3	1708.9	533.2	1810.2	673.7	1980.5	701.6	2124.1	583.2	2188.1	T	M	['T', 'AY0', 'M', 'Z']	1	5	[1830.0228019992328, 2860.6000938946836],[1647.73339844928, 2692.995033963791, 3841.656802651749],[1427.6316969086117, 2402.774263031913, 3290.780347585566, 4876.1260593779025],[1489.7778889681038, 1893.4316669062055, 2593.091178470723, 3488.133815882661, 4948.791185942327]	[668.8726567652234, 841.7054858254874],[474.78648136338984, 397.7631695987308, 1208.2123378238211],[542.6931839211295, 300.40109368948544, 571.4678310616323, 788.8331902215059],[586.1293833513495, 1443.00368622482, 257.5309459481414, 498.1484586162296, 669.435375421548]
IY	0	READING	473.7	2520.2	3266.6	261.3	239.8	698.7	549.146	549.124	549.19	0.066	11	1	4	2	7	1			471.9	2413.6	472.6	2526.0	450.1	2524.3	413.0	2457.6	372.8	2414.8	R	D	['R', 'IY0', 'D', 'IY0', 'NG']	1	4	[1662.9916469796628, 3656.4295386668905],[473.7362028805565, 2520.190018744879, 3266.556404056444, 4692.672129165601],[459.21913442782983, 2176.4359346329184, 2648.3159663821493, 3605.5710348495363, 4823.297212431333],[559.4947511407569, 2327.2765124745356, 2831.688830341108, 3755.927298701959, 4886.643092077367]	[573.8694994347338, 1177.9620478001207],[261.2775834721714, 239.7993349373082, 698.6634252500058, 1026.9338897871307],[141.28128883495768, 1314.0753663271369, 330.6592595481649, 755.2302443959887, 784.7341064977114],[223.4304905042978, 182.74930432801438, 167.27843469150486, 186.5863787847272, 158.90888445663245]
IY	0	READING	456.8	2710.3	3409.7	143.3	330.3	593.0	549.241	549.214	549.295	0.081	11	4	6	2	3	0			421.1	2594.4	459.1	2717.2	478.3	2810.1	460.4	2926.5	457.3	2979.7	D	NG	['R', 'IY0', 'D', 'IY0', 'NG']	3	4	[1097.1209219306452, 3340.459936102416],[456.8058493461433, 2710.3148092580404, 3409.740244969162, 4705.29938431067],[562.721078887838, 2662.4114375769777, 3337.4205930111907, 4444.456125794681],[599.1145229338036, 2617.800742952755, 3250.5415809093156, 3788.7210019969493, 4599.792400819748]	[631.7874101378352, 544.0744551848278],[143.26059321533165, 330.30839122116566, 593.024370579206, 813.046114710034],[235.75849850169405, 139.3824611166189, 239.82134885746734, 470.7507086449317],[121.41292499839166, 188.29249745935994, 387.3250806351023, 1843.615833942787, 754.3949841979335]
AW	0	HOURS	854.2	2321.3	3221.7	365.3	213.7	313.7	549.364	549.324	549.504	0.18	42	0	0	0	0	1			625.1	2352.7	784.7	2095.8	853.7	1995.1	968.9	1761.9	774.8	1498.4		ER0	['AW0', 'ER0', 'Z']	0	5	[1340.4832345461896],[668.9695805433819, 2292.6658757428195, 3309.1663427136846],[854.1517672746284, 2321.331349445249, 3221.660209031539, 4409.814922717868],[678.6178299780694, 2458.705226559515, 3186.1637834715734, 4220.594865953321, 4916.438043324446]	[869.7945255718315],[411.68314200503187, 510.25221125768644, 555.6139955830897],[365.33775212302527, 213.7273051669141, 313.6599253495649, 974.9726081077249],[192.1791381226512, 205.81250413034937, 151.2406360814623, 999.6581865387664, 865.9426608997545]
ER	0	HOURS	531.2	1479.3	2158.0	172.2	354.4	203.7	549.628	549.504	549.877	0.373	94	3	4	2	0	0			592.2	1343.4	524.1	1498.7	536.4	1604.2	480.6	1766.0	404.1	1977.8	AW0	Z	['AW0', 'ER0', 'Z']	1	5	[713.210370480771, 2174.5937719425115],[672.4081492678351, 1981.7763847315762, 3477.125794772547],[531.2044257961106, 1479.3250818010536, 2157.9726989931187, 3447.7103178028406, 4867.3005580782765],[677.2971772783576, 1632.8539706419851, 2247.3783435776354, 3460.284974476266, 4807.091485193903]	[901.5773058876475, 600.9351810536458],[579.1468311926883, 309.58206795885576, 863.4651772424361],[172.24393176267498, 354.42800221431617, 203.6948541660209, 254.40666478380663, 514.6147157808647],[181.14847410304253, 165.86097737888346, 118.58708918303964, 115.98332424182284, 382.343857763921]
OW	0	THOSE	506.6	1755.6	3289.8	339.7	260.4	323.9	550.125	550.115	550.21	0.095	62	3	4	2	3	0			480.3	1743.0	472.5	1696.5	496.0	1639.8	441.0	1644.1	638.1	2145.4	DH	Z	['DH', 'OW0', 'Z']	1	4	[1519.7926792541653, 3369.134217571867],[506.5502710556965, 1755.5891897483543, 3289.775129238084, 4836.027885726711],[585.4044561889755, 1779.682230718467, 3217.3311410276237, 4413.461819861665],[644.7336952025022, 1768.0680356278667, 2985.123872021452, 3465.7712726735936]	[775.6135941106436, 1085.5511451473958],[339.74466161264166, 260.4406755077669, 323.8814076874585, 719.7463534796714],[414.61282782643434, 169.13498022814457, 217.75010088893328, 656.8016468741154],[339.9211823851614, 139.36332801451084, 1359.1351621549652, 1401.2453409060586]
AY	0	TYPE	775.6	2047.8	3088.6	874.2	106.1	260.2	550.37	550.364	550.425	0.061	47	1	1	1	3	0		m	675.2	2063.9	555.1	2116.4	549.7	2201.9	572.6	2202.7	530.4	2026.7	T	P	['T', 'AY0', 'P']	1	5	[2102.119778266964, 3146.624017201801],[651.4862974129032, 2048.7898792626593, 3131.8845280104892, 4971.113221398803],[775.6059113669984, 2047.7714720408662, 3088.6428650467533, 4298.275305244815],[906.3455876329888, 2042.675932878491, 3027.9628811489238, 3548.1703320842025]	[465.5267808173537, 1083.358808700568],[790.6167347921296, 129.99837761747636, 301.3662601136773, 1096.7883064928253],[874.2346268475164, 106.12094758139425, 260.1789631968975, 1532.39451796346],[651.2589512122901, 93.58947115575062, 535.8544918849507, 1658.5940720976657]
IH	0	OF	601.9	2191.3	2961.4	199.3	178.9	961.7	550.522	550.509	550.549	0.04	1	0	0	0	0	0			534.7	2228.2	537.6	2234.0	519.3	2227.1	462.2	2217.4	451.2	2213.8			['IH0']	0	6	[2474.2895727564082],[495.5262766787502, 2289.7911666844966, 3182.888712351349, 4764.499643203304],[536.8447640382578, 2232.53574365077, 3119.924307392075, 4300.602018236936],[601.9398102279755, 2191.312533129816, 2961.3700353348536, 3166.8033585459984, 4384.500463707619]	[1715.6328470168041],[269.55803125920573, 364.4316227158831, 332.78583006343274, 773.9785022680521],[269.2869782802091, 172.53955771816803, 148.52299022530167, 536.965761231895],[199.2738889052342, 178.88052063984975, 961.6659020007411, 751.1810545754113, 379.28071610635254]
IH	0	THINGS	641.3	2314.5	2810.5	142.5	162.8	1021.2	550.731	550.681	550.831	0.15	1	4	6	2	3	3			655.5	2293.1	638.7	2321.2	627.1	2389.8	637.7	2406.3	663.0	2513.3	TH	NG	['TH', 'IH0', 'NG', 'Z']	1	6	[2543.5796822119783, 3272.5179723312813],[530.0571599535241, 2373.708229097277, 3270.6587356311666, 4801.992613092762],[574.8574080763572, 2361.985620824087, 3226.30060269283, 4247.256696763686],[641.2516543978743, 2314.462912556096, 2810.4978152504814, 3273.3934636360714, 4389.880429307381]	[1691.3784595138502, 1422.5353859318147],[194.44260868024878, 212.87688528320567, 196.72554177535076, 959.8406023658364],[254.1338120459549, 123.10118544589837, 136.19828155699435, 782.6431835201057],[142.4903163164055, 162.80176180388017, 1021.1595028535194, 177.21401693286344, 429.32633744169596]
AH	0	UM	793.2	1516.0	3186.9	666.5	178.6	854.9	551.801	551.701	552.002	0.301	6	4	1	2	0	0			813.5	1598.9	798.8	1499.0	691.1	1491.8	620.6	1498.6	614.7	1496.9		M	['AH0', 'M']	0	5	[1401.4857494448038, 3573.019282176186],[578.190344828577, 1485.347066669886, 3494.70447370512],[793.2420485813319, 1515.9859017291972, 3186.939692356593, 3728.424279485781],[811.633403858893, 1490.7938492171743, 2198.0313333345603, 3424.4785679984902]	[263.0445418990712, 672.3862376924984],[799.9798354443006, 222.69236216400884, 368.8144913766314],[666.5189822343912, 178.55204198596576, 854.9016900702098, 687.7230758303199],[650.4513481255069, 552.023533921185, 1856.6625247870325, 406.60183600115926]
AH	0	JUST	776.2	1844.2	3168.1	708.2	182.0	319.7	553.41	553.371	553.487	0.116	6	3	4	1	5	0			863.7	1928.1	771.6	1839.3	706.6	1819.8	823.5	1896.0	631.3	1857.2	JH	S	['JH', 'AH0', 'S']	1	6	[1329.3544510706665, 3219.1670548044226],[1508.8203976864188, 2976.0305201404963, 4538.565296547456],[475.3799272649123, 1839.603060108723, 3180.757794173281, 4561.604833949008],[776.1928579026908, 1844.2277289250526, 3168.0960350097857, 3401.1256910408847, 4586.263853313004]	[1467.3018983566417, 753.2661082329237],[672.1607492217769, 229.08797512409043, 336.41414859135045],[801.7650703025762, 258.53929692293366, 101.10577574073184, 402.00293197471996],[708.1923401638985, 182.01396558794195, 319.6548859170182, 1759.1695111973545, 321.35601962600344]
AA	0	ALL	925.6	1367.3	2784.2	312.1	304.9	204.2	553.822	553.765	553.935	0.17	53	0	0	0	0	0			829.9	1226.4	934.4	1365.0	1051.4	1273.6	1049.2	1399.2	815.1	1236.7			['AA0']	0	6	[1103.0400516291654, 3072.8434669980606],[833.8002083117599, 1882.946160041007, 3627.464337425837],[789.2210678594835, 1270.4549495559022, 2824.1122720596304, 4177.646350369441],[925.554028176743, 1367.3355547532606, 2784.237456831468, 3844.392882518029, 4849.684920618278]	[302.50298015845294, 923.5615542445298],[1068.9802499581592, 461.22019733954136, 738.2291029416872],[594.6249676312332, 496.63993295973165, 306.47958854692763, 754.187800008578],[312.0939827302441, 304.8694191512851, 204.15633007177254, 836.9721985223863, 1451.9572818165855]
AY	0	KIND	831.7	1917.1	2513.5	568.0	264.2	1002.9	554.107	554.109	554.189	0.08	41	4	4	2	6	3		s	714.4	2000.8	663.0	2073.7	651.8	2147.6	580.6	2009.6	562.2	2042.7	K	N	['K', 'AY0', 'N', 'D']	1	6	[2353.84602705531, 3446.461112987153],[1041.0940349734165, 2231.914124746247, 3233.494151898612],[623.5379957526693, 1878.1648784748547, 2633.427397646554, 3341.041489173223, 4714.335622518896],[831.73280419981, 1917.1123381582024, 2513.474257482592, 3223.7373661709066, 4426.84647939786]	[480.3833477908722, 1908.1468546853796],[1148.2312724851768, 515.0146757707931, 621.9254589173743],[583.4838171282101, 401.78972777929863, 240.14653474830743, 1245.5441505241834, 677.5729843742926],[567.980394348522, 264.18840576934804, 1002.9285934620947, 545.1237209501676, 561.3947249062755]
AH	0	OF	507.4	1998.1	2944.9	421.5	111.8	853.2	554.322	554.307	554.351	0.044	6	3	2	2	0	0			356.1	2030.4	364.8	2020.2	376.7	1989.8	394.5	1957.4	406.5	1947.9		V	['AH0', 'V']	0	6	[2355.4994948826993],[295.09870057904396, 2027.5956329581832, 3078.0809995954205, 4734.7894108294395],[364.7562571141189, 2020.1792346085317, 3046.1091860257247, 4456.342908077425],[507.36698224752064, 1998.136803629971, 2944.9340182953206, 3118.73845218612, 4490.396859000326]	[722.9129707269768],[484.3971833244396, 304.51423899835135, 158.9811397107664, 326.8903243057092],[452.4161044583667, 135.1923913819158, 67.06051470989854, 293.81136071972054],[421.48898142798964, 111.78315080349122, 853.2166300922379, 1154.2295250450206, 189.8180129471767]
UH	0	COMMUNITY	572.8	2254.4	3080.8	148.3	124.4	275.0	554.617	554.6	554.651	0.051	7	4	4	2	2	2			427.2	2308.7	446.2	2342.4	468.7	2359.3	426.1	2330.8	414.5	2367.8	M	N	['K', 'M', 'UH0', 'N', 'IH0', 'D', 'IY0']	2	6	[2286.593932913762],[384.59735078871716, 2361.1149795123006, 3279.5077498848023],[441.5882314376142, 2336.7688158629776, 3240.7416715231934, 4442.763619574389],[572.7634590119833, 2254.4383218950697, 3080.7905499139238, 3619.164001621734, 4993.181691726454]	[1921.8826535602752],[213.15656629033688, 430.9637458283155, 289.6814495735353],[339.3485863019786, 231.1085237168115, 188.0010822728513, 891.5697004750384],[148.25772454492343, 124.43613055704981, 275.0153992108941, 373.8375226075315, 535.8583042788251]
IH	0	COMMUNITY	548.5	2389.8	3097.6	204.3	116.8	183.1	554.697	554.679	554.733	0.054	1	1	4	2	4	1			552.9	2389.0	548.7	2389.4	542.4	2385.8	523.6	2361.1	518.5	2335.3	N	D	['K', 'M', 'UH0', 'N', 'IH0', 'D', 'IY0']	4	6	[2852.156313365089, 4212.98124323603],[357.1510570190572, 2449.2778804183845, 3183.013384581785, 4601.753163249443],[382.1276429355519, 2450.361338406172, 3170.6805417993833, 4543.530888161598],[548.5301643528275, 2389.805229600581, 3097.568964211722, 3738.3943833308426, 4647.8914575125145]	[368.40750080002215, 1360.2890677608707],[194.39142365934208, 264.49094874963293, 262.5340671902995, 280.88788562904773],[313.4775593167499, 172.02198479603095, 165.59975142641204, 284.02051866084986],[204.3185529142702, 116.82499656953107, 183.07965879558338, 1062.604699299488, 259.2131187906684]
IY	0	COMMUNITY	391.2	2526.7	3141.0	292.5	127.2	516.5	554.8	554.763	554.873	0.11	12	0	0	0	3	0			337.8	2468.1	393.2	2530.5	348.6	2588.0	318.8	2593.7	331.2	2561.1	D		['K', 'M', 'UH0', 'N', 'IH0', 'D', 'IY0']	6	6	[2903.9320577101225, 3772.2791667625775],[287.0627452221439, 2567.7318770287543, 3175.6311475620896, 4718.799299527734],[290.12778516511315, 2562.295014157701, 3166.691064737284, 4419.125102227926],[391.1581134539117, 2526.655781872311, 3140.9661653760054, 3330.797933975471, 4711.278102866643]	[287.7764357949872, 2480.972115555687],[183.03552664282594, 146.93573055535512, 112.9115759943342, 193.5933686088755],[191.56219108882343, 132.60794279236342, 438.3517346125738, 1202.6541707193987],[292.4706124491861, 127.20726281912553, 516.5101252271447, 944.4829199362342, 182.22042087402545]
IH	0	THINGS	595.8	2352.9	3130.4	192.2	119.6	822.5	554.977	554.954	555.024	0.07	1	4	6	2	3	3			516.2	2313.7	531.0	2388.2	517.7	2458.7	482.7	2492.4	434.1	2501.5	TH	NG	['TH', 'IH0', 'NG', 'Z']	1	6	[2680.6221081677822],[466.1990702151363, 2442.8696797800726, 3332.3333725365146, 4896.697665125245],[531.5751667519145, 2380.649905071752, 3185.169058386604, 4449.950647177181],[595.838514362891, 2352.93097357935, 3130.372512426571, 3623.851303722971]	[1416.912837069145],[253.14826564592798, 305.9266072926964, 472.53486908841575, 564.0495537176778],[274.7367998268326, 126.48188601341262, 173.96436192866156, 302.0115324736379],[192.2124136178388, 119.63282113639147, 822.5321981034155, 1176.471197340563]
IY	0	EASTER	332.3	2478.1	3133.0	152.9	385.8	158.6	555.224	555.179	555.315	0.136	11	3	4	1	0	4			1203.5	2891.9	321.2	2624.8	308.5	2737.3	355.6	2668.4	368.7	2419.4		S	['IY0', 'S', 'T', 'ER0']	0	5	[3008.242736611457],[317.49637003822227, 2618.6628784311474, 3190.6375948881246, 4808.981775971105],[332.2842027386273, 2478.0584277421754, 3133.0292495662648, 4289.674913449012],[326.2240543648572, 1869.1062974341967, 2619.232031149922, 3181.302057285508, 4694.43067375698]	[206.87688337892382],[319.7723713647283, 398.0112559860731, 204.81241466305545, 212.11532981703712],[152.9176473572433, 385.8202011665255, 158.58548757000105, 1492.654352604981],[95.82005031253351, 1492.1774807762617, 393.0160630350222, 166.84754643992173, 721.4546246678956]
ER	0	EASTER	560.1	2072.0	2642.2	143.7	193.2	189.8	555.484	555.462	555.527	0.065	94	0	0	0	3	0			502.4	2135.5	563.6	2069.2	581.8	2073.1	594.9	2099.0	604.2	2123.0	T		['IY0', 'S', 'T', 'ER0']	3	6	[607.1343622264384, 2592.202779038978],[468.3772293307424, 2247.978448547809, 3003.232157376534],[461.54667072631173, 1972.584047645855, 2365.4962313898873, 3239.910890104358],[560.0974675731657, 2071.9740926218965, 2642.1987032777483, 3567.554602040347, 4988.658463274022]	[617.4526568610381, 388.8287993007341],[185.48862231504773, 397.83438402909104, 624.5276862860289],[152.22870847651419, 1997.6943866418794, 437.62142818181303, 777.2595897230754],[143.7044521061545, 193.2053939350709, 189.84851742815647, 325.0863689483703, 201.84969832748124]
IH	0	EGG	604.5	2379.1	3030.5	140.3	222.6	569.2	555.55	555.527	555.596	0.069	1	1	6	2	0	0			611.2	2305.5	602.8	2388.4	575.6	2485.1	509.0	2586.3	427.0	2569.8		G	['IH0', 'G']	0	6	[484.9485180058635, 2816.6835119454536],[520.4263565696061, 2466.5593760936395, 3176.4793819838033, 4865.720650673913],[550.0715236608767, 2447.7403057909696, 3155.602016981249, 4528.544994286414],[604.5277157237757, 2379.142967327803, 3030.4698614950617, 3545.3662655550415, 4846.681822544867]	[846.1591242000402, 327.747558426615],[136.88764722994702, 361.21210285098635, 426.8048858134355, 966.3504611837624],[186.54563778918123, 229.11799730673306, 282.7803177055024, 1052.0201705427605],[140.28433636182206, 222.62900905095353, 569.2104886135539, 919.8561687803398, 615.8672447082004]
AH	0	HUNTS	599.1	1679.8	2184.9	573.7	229.5	673.5	555.765	555.738	555.818	0.08	6	4	4	2	0	3			800.5	1693.0	549.0	1712.7	543.6	1759.6	562.4	1783.3	548.1	1818.9	HH	N	['HH', 'AH0', 'N', 'S']	1	6	[1708.186956241969],[495.294151328461, 1724.3045153392807, 2967.7849298222827],[567.5133364895977, 1710.740141176499, 2452.335312101743],[599.1093308830384, 1679.8398197963286, 2184.9394383734766, 3199.6828117097693, 4728.289887033101]	[406.8956041007155],[659.1407166720994, 190.07240663717724, 759.1426793116476],[675.0144311996613, 354.65150390040696, 1431.5060379112613],[573.6646182730402, 229.5485197379232, 673.5262658012152, 380.4606355146973, 492.091505074733]
EH	0	AT	508.3	1966.6	3168.8	297.7	227.4	153.9	555.967	555.953	555.995	0.042	2	1	4	1	0	0			497.0	1981.0	514.0	1956.5	525.4	1889.6	483.8	1868.0	459.9	1860.8		T	['EH0', 'T']	0	5	[738.4522057350337, 2778.4849149760385],[450.57315365877906, 1920.384059019691, 3169.7532731023593, 4802.634844202682],[508.3461838111332, 1966.6014753554698, 3168.7618569960778, 4768.1220562364],[537.9421052976307, 1832.8521567550147, 2640.3793092985925, 3194.2894047033337, 4737.645706595842]	[840.3023054395491, 1025.0100144714786],[210.9941051257013, 325.81176054531164, 262.51722241824143, 174.75223547670535],[297.67579109470466, 227.4238230925565, 153.92938636670945, 197.83951579219166],[212.18992513116285, 447.73814414941836, 1505.0647412478245, 183.70221258735205, 298.7959787589835]
AH	0	THE	691.7	1639.4	2576.7	253.6	132.4	489.3	556.115	556.093	556.16	0.067	6	0	0	0	3	0			685.3	1710.7	691.8	1631.4	681.4	1557.5	647.9	1456.4	547.9	1387.2	DH		['DH', 'AH0']	1	6	[632.6367321027442, 1713.8768668706532, 3883.2278639511946],[612.4369493510835, 1694.2007047719735, 3464.898581358417],[589.627911147282, 1628.4168027531246, 2647.7785423913238, 3787.5423874054964],[691.664663473547, 1639.436726432669, 2576.7147607572847, 3706.213627140065, 4762.571426714973]	[1096.6876340043561, 634.8299129702428, 935.4180823976058],[415.75533245340847, 301.841493481994, 909.9548191644546],[290.57686294419165, 247.53890156020216, 962.2558477405707, 436.375168004423],[253.61860667511485, 132.41225215514012, 489.33614889325247, 336.9580807720373, 1153.415533057359]
EH	0	REC	860.2	1782.4	2556.3	251.4	178.8	440.9	556.248	556.216	556.313	0.097	2	1	6	1	7	0			800.6	1711.0	871.6	1786.1	936.1	1797.7	958.1	1831.0	890.7	1882.9	R	K	['R', 'EH0', 'K']	1	6	[1249.957853530259, 1956.9929289583577],[828.5912819314709, 1889.5200023701955, 3297.7420518722092],[750.8610207869721, 1736.2616219727322, 2156.503720328708, 3450.6995329693723],[860.1890955909256, 1782.3916026182517, 2556.266415726286, 3580.425755811182, 5081.069715355231]	[1654.9266544431448, 1084.8174900109047],[468.88962382216437, 330.24059188209924, 786.7399289604797],[337.5206468255115, 818.5496723457536, 1162.1975002708914, 614.7291169624594],[251.35180198345512, 178.76290763738976, 440.93524244598086, 311.5800867307796, 452.69559763530515]
EH	0	CENTERS	678.1	1786.4	3245.1	485.2	203.1	414.1	556.594	556.554	556.673	0.119	2	4	4	2	3	1			664.9	1763.2	680.0	1788.5	696.7	1783.2	669.9	1813.7	804.0	1819.1	S	N	['S', 'EH0', 'N', 'ER0', 'Z']	1	4	[1642.8689603020675, 3272.523367624321],[678.1193119695157, 1786.4449766050236, 3245.0618512783917],[951.3303002434444, 1851.1575653978375, 3255.774651558784, 4758.545332616814],[907.2212780498486, 1788.395764787641, 2046.6676995726357, 3273.6609817215904, 4570.736325511362]	[443.96699687282376, 1133.3067291680425],[485.17075786014453, 203.05753269707895, 414.10389259962705],[583.3478420253645, 173.5652642376949, 245.72660647595242, 782.9550463857988],[562.1087901489144, 879.1457367943026, 1488.0552046901867, 184.07709221140843, 529.3729753708053]
ER	0	CENTERS	546.1	1600.1	2083.2	246.4	365.2	355.2	556.832	556.707	557.082	0.375	94	3	4	2	4	0			574.5	1678.8	556.9	1598.5	543.6	1678.5	511.0	1963.9	372.9	2002.8	N	Z	['S', 'EH0', 'N', 'ER0', 'Z']	3	5	[1450.9705119456298, 2528.9742071883093],[642.1277211562422, 1841.9593559670052, 3036.9476698590693],[546.0795273417644, 1600.1463521127619, 2083.239516233633, 3248.614332207431, 4853.196409267714],[727.4888601028024, 1717.7745192588636, 2277.425223103593, 3330.7338537007804, 4867.008896197654]	[1470.6629299731578, 2098.4984442087684],[603.4387990065344, 265.6798415129236, 954.6553962441224],[246.36682702292, 365.22360713098334, 355.1501233782622, 310.16271701318294, 415.27655674547844],[309.512537610976, 169.193231393594, 286.5928103847443, 181.89487441973117, 205.5240108629566]
AH	0	UM	1022.3	1689.5	2672.4	355.9	93.8	1608.9	557.731	557.645	557.903	0.258	6	4	1	2	0	0			812.3	1716.9	1043.7	1686.3	1018.9	1647.8	803.7	1608.6	852.5	1515.0		M	['AH0', 'M']	0	6	[1608.6049844166687, 3467.746815781431],[627.2528782663715, 1655.9809923884925, 3447.3890628583117],[1106.9107404757763, 1706.0432376943481, 3282.7896650720563, 4226.7756753040585],[1022.3111818423793, 1689.5007675673994, 2672.4301750572313, 3388.223105146046, 4415.1500762979]	[177.941356711122, 1169.6902448751666],[1231.9995812575958, 146.28103330443363, 585.5883948707962],[570.2239430560085, 130.9895807551009, 461.5998767082754, 959.4391540919962],[355.89332312510356, 93.76214410300652, 1608.8571765659808, 393.77372328051416, 818.1336677075934]
AE	0	YEAH	889.8	1809.6	2839.1	860.3	141.1	971.4	560.044	559.947	560.239	0.292	3	0	0	0	9	0			676.3	1951.7	903.5	1794.3	1027.4	1720.3	909.2	1671.0	670.7	1549.2	Y		['Y', 'AE0']	1	6	[1781.8038788797203, 3088.785231772484],[1335.42034497989, 2660.5321824831376],[973.6523497848546, 1822.7855597932235, 3041.8395549476363, 4058.642212275333],[889.810558219753, 1809.6231631555136, 2839.085416454148, 3228.7083579729, 4170.905206491294]	[276.3867689287405, 255.32677113337536],[421.207347774761, 130.21454729677623],[1492.5785253935537, 172.5822913995829, 114.33547065657947, 974.2376858094226],[860.3188363073211, 141.08264729120216, 971.3959250517404, 1316.8221864985012, 725.1876434770835]
