 , , M, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths	plotmish - changed	plotmish - removed	plotmish - note	plotmish - annotator				
AY	1	LIKE	624.7	1370.7	2598.5	75.9	74.1	162.4	17.875	17.824	17.945	0.121	47	1	6	1	7	0			760.8	1536.0	612.9	1343.9	611.4	1427.5	576.6	1567.9	545.7	1729.5	L	K	['L', 'AY1', 'K']	1	5	[1061.1011633560338, 2416.6361330805576],[657.4419631491639, 1413.3743987160603, 2834.005092718373, 4331.205901289554],[624.7109790647576, 1370.6517396702413, 2598.460677776377, 3823.8600770604644],[603.9436208518604, 1345.5552269487869, 1450.1455092146132, 2622.761826520943, 3722.997927261022, 4735.373986294205]	[913.4920516143649, 970.9365337352888],[261.88959782904107, 356.9931617970103, 483.76614198066886, 689.5378361775795],[75.94536148072112, 74.13988615491103, 162.36830434317423, 389.64456283167317],[53.84004677647485, 254.35326271391617, 691.9864674995187, 79.07357915934458, 201.69950003387115, 469.8776950238677]				
AY	1	I'M	576.6	1551.8	2750.2	109.8	402.3	507.3	17.995	17.975	18.015	0.04	41	4	1	2	0	0		m	555.2	1759.1	565.1	1645.8	576.6	1551.8	587.8	1481.7	589.9	1470.2		M	['AY1', 'M']	0	4	[642.0997722659812, 2187.2796485469685],[576.5527842640419, 1551.8010081026223, 2750.2185613452802, 4400.591571366054],[553.8128827733883, 1383.5342057652035, 2358.3641086303733, 3275.810416433518, 4503.4513665050845],[561.192357000041, 1397.8599155317947, 2261.524253495295, 3114.8725180865777, 4340.054629976406]	[307.6828596791436, 825.8139839662185],[109.75991199719763, 402.2877854202545, 507.258649258938, 600.7168363495864],[36.7494716023508, 172.7511044546284, 371.3692885762521, 612.0821376962427, 423.0620291211746],[44.058816387776176, 683.4141513448478, 629.8223414145027, 427.4695902015022, 337.4567426557803]				
AH	0	A	301.6	1563.0	2546.2	320.4	161.8	218.1	18.132	18.115	18.165	0.05	6	0	0	0	0	0			826.4	1984.9	827.2	2053.1	782.0	2098.7	493.7	1940.5	211.2	1787.3			['AH0']	0	5	[1707.4671754815824],[827.1727817407232, 2053.0537970703717, 3303.9247710424324],[301.58364305920367, 1563.004714909136, 2546.2127301374803, 3944.35780907972],[306.4898049869646, 1371.3627252799051, 1888.2466496070656, 2745.554585775966, 3957.1908879563684]	[617.6468845980921],[424.29743006462746, 439.14369709437153, 481.63165982919855],[320.36767553967127, 161.75951669196547, 218.0859401609309, 636.780372096935],[253.8914413875626, 1192.7322358129647, 347.3426668977897, 551.0231172717544, 567.8916488162314]				
AY	1	I'M	652.4	1516.3	2370.8	274.8	236.4	1098.4	18.351	18.324	18.394	0.07	41	4	1	2	0	0		m	793.0	1780.5	701.2	1576.2	576.1	1398.3	583.4	1388.9	577.4	1333.8		M	['AY1', 'M']	0	6	[1357.692597375185, 2712.453878498071],[989.9507949295662, 1921.328217115827, 3247.3005921233216],[679.0391441073662, 1568.8262320138558, 2644.526950656278],[652.4400333659705, 1516.3410181089293, 2370.8404897593846, 2927.8922242847493, 3848.9042850900087]	[990.5325139188119, 1775.2489503779805],[758.1472919408683, 539.7503371949917, 677.6740419052654],[603.1154583112942, 447.84638580142155, 318.28431450527125],[274.82753893992003, 236.3572655709325, 1098.3652620945413, 817.4351562357898, 667.4331150114998]				
AH	0	A	444.9	1562.1	2657.2	214.3	91.0	294.4	18.521	18.504	18.554	0.05	6	0	0	0	0	0			446.8	1540.1	444.9	1562.1	405.3	1571.8	357.7	1548.4	318.6	1529.0			['AH0']	0	5	[1499.6007587500246, 2893.626457372661],[532.8495315017466, 1686.1978298791644, 2957.6144049296286],[444.8647556555221, 1562.1214143469122, 2657.1901269463187, 3783.8480737957057],[442.1436598718974, 1233.2492766517944, 1845.6041538945083, 2792.1281342763923]	[505.4121908824912, 1436.1916474842865],[403.40764236406886, 204.23967350520593, 500.7928515234486],[214.28376965661027, 91.03800759449425, 294.38939232578565, 574.8012975727261],[202.90910692080095, 1447.0757099471368, 629.2184986257374, 775.9025643922224]				
IY	1	TV	299.0	2169.1	3641.7	69.5	105.1	662.8	18.684	18.634	18.784	0.15	11	3	2	2	3	1			298.3	2193.6	299.4	2170.9	296.9	2211.2	286.1	2155.4	269.1	2081.7	T	V	['T', 'IY1', 'V', 'IY1']	1	4	[1896.6402902240018, 3948.9559951465826],[299.04377206092437, 2169.0826653847244, 3641.6903306551994, 4449.366643716166],[295.8870332512464, 2118.8251372714135, 2776.412835916579, 4015.1503306794266],[298.28479873364637, 1958.8050145172413, 2496.105571396293, 3625.624707326231, 4316.005830450903]	[533.8004123713339, 370.19020198570695],[69.48555064023057, 105.1441211286934, 662.7559030222133, 399.08874084476776],[28.093685791949024, 148.93985357028814, 1257.7510335408458, 689.6710400865708],[35.03037280847277, 716.0944999572815, 658.5200421663741, 609.4278006083639, 491.8276667244779]				
IY	1	TV	324.2	2197.9	3754.1	174.7	113.7	467.0	18.874	18.824	18.974	0.15	12	0	0	0	1	0			343.7	2163.7	323.3	2201.0	316.8	2241.5	321.8	2283.9	330.8	2228.8	V		['T', 'IY1', 'V', 'IY1']	3	4	[2197.251803533984, 4368.401573081966],[324.21921125276526, 2197.8977931452127, 3754.0529033643625, 4483.996194301365],[330.5155945177277, 2183.1389603147345, 3553.0379239348895, 4374.938212204526],[355.33352733749206, 2173.966358152813, 3378.6737002667387, 3837.321105265431]	[712.7908197378622, 335.8109182359145],[174.70333254822114, 113.70074656177714, 466.95873395178484, 220.63276812869702],[167.63482494725005, 85.87851957363189, 552.8496515643725, 274.40645956954575],[211.2881121984701, 78.55094039992656, 1402.5235727834506, 1779.6632446095603]				
UW	1	DUDE	299.5	2042.1	2298.0	97.3	237.9	815.0	19.097	19.034	19.224	0.19	82	1	4	2	3	0			302.7	2081.8	299.1	2029.2	284.9	1963.9	275.8	1864.3	314.6	1891.7	D	D	['D', 'UW1', 'D']	1	5	[2131.154287616782, 3944.7289589086163],[299.6112997921263, 2104.3264609378098, 3544.7093375898826, 4067.5396498788755],[299.4942228674654, 2042.1348442700366, 2297.991166310822, 3672.466398621884, 4227.606770944337],[300.27758882405584, 1955.5093619770976, 2215.2816222245365, 3569.3825272153586, 4119.770050006183]	[302.4307188552442, 264.9972835564981],[261.50476369781455, 87.9704945085768, 750.8846365954809, 397.1001032698278],[97.31526547968147, 237.94776223647443, 815.0362868786201, 274.29169753512406, 281.3671434490062],[79.4358653591094, 352.7666856658753, 247.36909546954513, 237.58280436582223, 224.99627957426327]				
AY	1	LIKE	587.2	1443.1	2425.2	57.4	144.4	1308.9	20.77	20.775	20.824	0.049	47	1	6	1	7	0			555.4	1579.2	534.5	1639.6	519.5	1707.6	516.6	1747.9	508.5	1764.3	L	K	['L', 'AY1', 'K']	1	5	[932.387535552768, 3183.0811349086894],[609.6740561878555, 1438.373439687123, 3308.337983410971],[587.1583489162794, 1443.0892071570725, 2425.226551728665, 3382.3034279642516],[591.8211982301582, 1376.3184493225933, 2088.0676661103494, 3065.9946899479414]	[416.44233050550145, 1095.9913940009112],[191.15075659844604, 224.0837713642225, 266.3658018611016],[57.40854926979155, 144.41629992552012, 1308.9012316822918, 234.65693205658425],[56.20450942702328, 657.5587893069792, 662.7849345227299, 494.0721294082266]				
OW	1	OH	524.5	1430.1	2346.5	52.3	123.8	548.5	20.872	20.865	21.065	0.2	63	0	0	0	0	0			484.4	1359.9	468.9	1354.6	466.9	1322.3	470.7	1326.8	479.1	1332.9			['OW1']	0	6	[1064.2235533756134, 3494.932845291179],[543.8736199242366, 1573.3952452215228, 3849.7202406365045, 4495.488177975628],[520.9029515078303, 1424.9302251383297, 2410.7775098681145, 4069.8444839260324, 4592.485212652125],[524.5275468729005, 1430.1066906401843, 2346.518723244048, 3665.8510604877847, 4420.971627245854]	[391.04175529763046, 823.9402654649535],[205.80206447373928, 300.0915426206658, 1524.695933572455, 403.7984845744254],[52.24277184436477, 182.970413482117, 701.854092205926, 571.456627331816, 396.80070864600106],[52.25982558872576, 123.76966150683025, 548.5001961239233, 758.8251232614373, 280.97662038462886]				
AE	1	THAT'S	636.5	1542.1	2631.5	155.3	131.5	258.7	21.142	21.125	21.175	0.05	3	1	4	1	3	3			630.4	1557.0	636.5	1542.1	634.4	1537.1	631.1	1553.6	630.0	1567.8	DH	T	['DH', 'AE1', 'T', 'S']	1	6	[1003.4138846770809, 1965.2462045715295],[693.5592909280161, 1707.9598169772203, 3726.5750150903496],[600.7610011710162, 1500.3743881057621, 2584.6603526414146, 3969.305037450297],[636.5441266169919, 1542.1313688134906, 2631.517676088505, 3909.7979607060183, 4549.2497904322545]	[1152.8767004626645, 1985.2700399567727],[521.4439943228771, 613.6237936835201, 1494.6003941880135],[112.52459217726768, 169.83369222792464, 464.76759013344343, 290.192005660396],[155.2707613532829, 131.51249111651333, 258.6824021075154, 199.41780290903316, 468.94958607539377]				
IY	1	ME	355.5	2259.2	3560.1	176.5	269.3	362.6	21.348	21.314	21.415	0.101	12	0	0	0	2	0			327.9	2130.2	355.6	2265.8	350.6	2296.7	386.9	2246.8	443.2	2072.9	M		['M', 'IY1']	1	4	[2632.7316270142196, 3935.9911419123196],[355.52456298883044, 2259.1521147251674, 3560.1298387256793, 4315.049890199153],[349.94798999934574, 2103.6967767879432, 2452.991526561673, 3597.7532517673308, 4359.801474357023],[349.50525370402073, 1536.2738094773522, 2281.0828135359566, 3148.590396293095, 3832.947007100205]	[1258.6103976193542, 626.4499568001149],[176.4905123649939, 269.327968972408, 362.5996546003527, 672.0737241844093],[132.4514946909562, 1133.2040887138926, 1449.692267208415, 286.93788084179965, 503.322090591759],[130.16917440008424, 1979.4198173244617, 373.6820703903839, 1287.0483486641726, 520.3275477752475]				
AA	1	ON	621.5	1301.2	2146.4	149.2	193.7	1076.5	21.451	21.415	21.524	0.109	53	4	4	2	0	0			598.4	1444.3	623.0	1285.9	627.6	1225.3	624.0	1228.3	600.7	1248.2		N	['AA1', 'N']	0	6	[1022.1948181285308, 3230.0414243311716],[682.3474008842072, 1406.384592451749, 3659.2114687443955],[617.2924727910099, 1296.8212040488083, 2155.8965700799013, 3666.890831119094, 4486.253974748908],[621.4940708845971, 1301.2157728199861, 2146.392213497879, 3345.193985259193, 4231.897292265834]	[769.7731076552667, 838.9918922841837],[278.7047874627719, 317.0887711514896, 686.3217662189287],[149.98230431313547, 210.6258694017232, 837.9251558524562, 237.2896929188443, 315.31689537680353],[149.19421638004562, 193.6917349782787, 1076.5135713371583, 1230.522530374292, 332.8930790547332]				
IY	1	TV	288.9	2112.6	3232.2	145.8	198.9	129.7	21.698	21.634	21.825	0.191	11	3	2	2	3	1			297.9	2137.1	212.9	2246.8	701.6	2504.3	282.5	2498.0	271.5	2042.2	T	V	['T', 'IY1', 'V', 'IY1']	1	5	[2423.020488073129],[200.1111594503392, 2234.707269173035, 3302.5083715401615, 4442.863775197357],[288.8854717879347, 2112.6490519868516, 3232.2216730203795, 4118.396959779864],[318.387254661534, 2097.5273154573647, 3143.417578236476, 3379.752173557001, 4256.352837951151]	[1583.651883319166],[517.7045413627726, 401.270650757359, 139.49414008455446, 349.6642000418997],[145.83145454858143, 198.85147319598533, 129.67351156266702, 999.3130294733397],[251.11263786388608, 144.79293135659555, 625.3311474344366, 713.2348790255353, 494.67908571751053]				
IY	1	TV	376.9	1995.2	2866.2	189.4	156.3	997.4	21.951	21.874	22.105	0.231	12	0	0	0	1	0			487.1	1860.4	367.3	2012.1	317.7	2187.5	360.1	2135.1	288.7	2075.0	V		['T', 'IY1', 'V', 'IY1']	3	5	[1879.479765574383, 3599.9645556975847],[369.7823258777133, 1999.0871292490303, 3419.293236487931, 4512.052362112743],[376.9214541907884, 1995.1946566637864, 2866.162477564745, 3937.4546768657456],[357.1725397984522, 1212.9192368101826, 2021.4447672744732, 3347.1731935483895, 4005.7167175697077]	[991.2944106785544, 965.3372545608051],[197.0305309698396, 161.42918198259244, 259.95901107353654, 511.08596130421705],[189.382156552933, 156.31218692442712, 997.3773677136347, 361.56784984553303],[218.16189459025247, 1250.3537084119564, 133.46795460252375, 344.1073375897987, 752.3853236665855]				
AH	1	WHAT	530.3	1368.9	2745.3	143.7	154.6	258.0	24.425	24.402	24.472	0.07	6	1	4	1	9	0			1024.8	2598.9							702.0	2366.7	W	T	['W', 'AH1', 'T']	1	4	[995.2120281839864],[530.3137183236186, 1368.911561827026, 2745.2951060226665, 4496.916847990954],[513.0295248002377, 1323.7561430772382, 2512.3755433589236, 3333.9694511234998, 4561.267201956712],[513.6212996763261, 1323.9077069229077, 1369.0712575556306, 2555.136438737171, 3486.7908528762146, 4578.252084793177]	[734.5639113144981],[143.71898957657584, 154.59096151391063, 258.0274915157446, 365.0402246899479],[21.538764365176707, 32.33946191060322, 199.64716712048073, 679.9512426287461, 278.05348415582984],[30.23667298824432, 626.5755925540698, 1669.571622832792, 100.75910290612131, 254.66410041941822, 92.71936138507175]				
AH	1	UH	561.2	1097.7	2486.5	31.9	219.5	190.1	33.728	33.585	34.015	0.43	6	0	0	0	0	0			573.7	1245.1	560.9	1100.8	559.0	1135.7	563.9	1104.9	563.4	1108.9			['AH1']	0	5	[622.3215242648095, 2793.046183234657],[612.6013331893286, 2187.657300349097, 3034.4061309021445],[561.1530270580205, 1097.6605648794932, 2486.4592242942485, 3236.591768993184],[570.5286194742757, 1099.7829146974796, 2139.5509786445195, 3052.75146422337]	[123.32235960279215, 444.4982624696124],[96.06037408838678, 1186.682074884911, 468.4477406238828],[31.866110412576926, 219.54998070780263, 190.12230828513432, 210.7307641883709],[42.215130809646396, 1145.3379208761376, 164.5883909613616, 123.14958901454119]				
IH	1	IF	483.8	1885.9	2581.2	277.4	232.1	503.6	34.818	34.784	34.885	0.101	1	3	2	1	0	0			1159.7	2456.6	596.8	2118.9	500.6	2088.6	518.2	2150.0	485.1	2046.1		F	['IH1', 'F']	0	5	[2111.3212239657414],[637.955361898418, 2151.6246857787137],[483.7567378978707, 1885.9048093914678, 2581.214595745052, 3621.187896443943],[452.3363691127199, 1578.1541479972886, 2030.8496316020419, 2706.1756683570366, 3784.3933753708907]	[523.6016226650254],[378.72883348700475, 346.0533899398167],[277.412347741715, 232.13574230657235, 503.5726143227088, 1222.8085807394446],[136.59581818296851, 1401.5009269841964, 328.5926629533574, 393.6479482814503, 575.7686271588192]				
AH	1	THE	524.8	1377.2	2473.2	37.2	116.5	182.5	35.708	35.695	35.734	0.039	6	0	0	0	3	0			523.7	1382.8	525.9	1371.5	532.6	1340.7	546.9	1292.6	552.5	1277.6	DH		['DH', 'AH1']	1	6	[647.0196214162887, 2622.1573800012457],[576.5416772682252, 1801.2127138909536, 3543.9162010857467],[522.1113320834434, 1370.9783406681725, 2505.7768778645514, 3683.390727899072],[524.8345269924798, 1377.1823887333771, 2473.195567819843, 3589.4953824224935, 4081.5164510662103]	[437.42279953612, 1147.3777500870256],[233.5869502534224, 832.3572585209872, 1036.558827127542],[36.546951105087, 149.37021279379513, 245.9721013413592, 212.93799640139008],[37.172171186349544, 116.47766615559786, 182.5273833981268, 714.3591903283433, 552.0028772163616]				
OW	1	ONLY	550.8	1094.8	2466.1	129.0	277.7	481.0	35.741	35.734	35.805	0.071	62	4	4	2	0	1			542.8	1074.8	498.3	978.8	480.6	973.9	468.6	951.6	474.4	945.4		N	['OW1', 'N', 'L', 'IY0']	0	6	[664.6760701269997, 3353.4559040232893],[676.9786511456509, 1934.164159922449, 3354.5474040051045],[557.5658770942479, 1097.6756760433461, 2581.16931447767, 3376.907899362177, 4534.547351932843],[550.7780267653178, 1094.769201431338, 2466.090474861257, 3306.3657996052416, 4182.8662458886365]	[273.6922821059346, 148.73517436106914],[262.12363340459274, 2106.806010220216, 165.3432982763544],[150.1522177583897, 394.9833067278648, 547.2222025402606, 76.18511745984475, 548.1628592331413],[128.9925051757357, 277.7275436955144, 480.9866844142545, 302.6038407654789, 723.1380967306693]				
IY	0	ONLY	538.4	1764.1		811.6	1103.8		35.874	35.864	35.894	0.03	12	0	0	0	7	0			538.4	1764.1	538.4	1764.1	511.0	1777.1	519.5	1906.6	519.5	1906.6	L		['OW1', 'N', 'L', 'IY0']	3	4	[953.7414968892292, 3085.881635511798],[538.4299181107108, 1764.077081187045],[396.11042350380745, 1257.9038509930338, 2544.0765880727627, 3210.799990808693, 4398.981160851899],[394.2884483445177, 1247.5119615288866, 2488.6665317804445, 3156.010286398103, 3765.2483219808373]	[744.7431664486086, 398.8450683972609],[811.5626912447193, 1103.8090038631317],[90.08892017421245, 117.68648344588563, 273.44105599774383, 89.72181816805083, 377.74181816702725],[67.35443258415057, 87.99388370066397, 243.57358401533955, 1332.9916792314896, 680.3921131038568]				
EY	1	WAY	647.4	1529.3	2594.9	48.5	96.2	314.4	35.954	35.935	35.974	0.039	22	0	0	0	9	0			624.6	1515.0	630.0	1520.1	647.4	1529.3	673.0	1530.1	682.1	1528.8	W		['W', 'EY1']	1	5	[919.1056574823713, 1765.4966044658763, 3467.525540002617],[732.9134661590741, 1739.8405428874214, 3446.813232546122],[647.3805193311274, 1529.2662225398703, 2594.92898867085, 3466.4825124049007],[648.7467087690843, 1476.393422685993, 2279.546478193493, 3006.4326095448832, 3663.9989861340373]	[846.4937740330986, 1487.007537029142, 105.92171246758215],[344.58274063815946, 488.9482857758705, 100.53823540492185],[48.511788344677306, 96.2282756370856, 314.39600425067533, 33.81516749974466],[48.830854198851355, 638.4256785806001, 1264.1615857514462, 643.8671231589759, 700.8081683627071]				
AY	1	I	740.5	1519.0	2479.5	47.3	74.9	417.3	35.983	35.974	36.044	0.07	41	0	0	0	0	0		s	737.7	1519.4	717.9	1548.0	685.2	1618.4	638.9	1675.6	592.3	1677.1			['AY1']	0	5	[1034.662712583861, 1638.6014269917184, 3469.490666858377],[845.3732086610875, 1919.7835641009112, 3287.349521726362],[740.4771866734987, 1519.0140546375392, 2479.4795958048253, 3421.0993388301486],[742.2718614841095, 1515.028619218968, 2270.946985766737, 3272.8964259267004, 3554.226507511198]	[885.182477689332, 1334.5636847983274, 110.46357599364345],[485.90272196688454, 514.7119457416434, 422.4218610036961],[47.28291250926687, 74.94477683496844, 417.34847458556663, 48.32417040304686],[43.7773003959557, 61.23488288456844, 891.7363781050636, 97.48084633063655, 868.132719782478]				
AH	0	CAN	460.1	1592.2	2186.9	690.6	693.8	767.5	36.084	36.074	36.104	0.03	6	4	4	2	6	0			460.1	1592.2	460.1	1592.2	422.1	1646.4	403.0	1665.8	403.0	1665.8	K	N	['K', 'AH0', 'N']	1	6	[1581.4862840361363, 2608.7360077565227],[1781.3685855219155, 2597.183374218819, 4089.1342015264686],[796.385205511815, 2027.9002958000513, 2767.4584288028227, 4052.114107171096],[460.1358137002845, 1592.150649827305, 2186.936961536921, 2727.9870112270537, 3842.8029290936565, 4639.5477652389845]	[1704.524326640559, 819.7577655131583],[950.9328475022803, 570.2597160869096, 1404.2330182343808],[838.175374011485, 432.57399419583226, 557.5736173017328, 928.0243948383104],[690.6191244441966, 693.8348746482776, 767.4603355696653, 325.86137427193825, 649.9287380385417, 533.062524758065]				
IH	0	EXPLAIN	367.7	2266.4	2600.1	103.1	298.0	229.5	36.154	36.134	36.194	0.06	1	1	6	1	0	4			380.7	2240.0	366.2	2267.3	345.7	2241.3	316.9	2239.2	811.1	2285.9		K	['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N']	0	5	[2493.375750186516, 3587.9001284676724],[371.67569095004694, 2364.844097370346, 2730.9359484724205, 4154.0229283512945],[367.7277278924115, 2266.401196154111, 2600.1123596483535, 3544.231424786676],[354.3583908552716, 1402.172386213748, 2304.3294220178086, 2651.967226233978, 3527.8539068032933, 4431.2362525429335]	[134.79638332318697, 1905.0448786826935],[232.10493460162127, 177.28073117167094, 312.0530899775016, 571.705242515499],[103.14945085296351, 297.989897236049, 229.50135218584836, 1101.141043067358],[56.92215842961599, 807.2467254668117, 117.15695330486973, 104.4464198167416, 301.86593223092126, 286.4715868030543]				
EY	1	EXPLAIN	553.7	1810.2	2718.0	116.3	180.2	212.0	36.396	36.384	36.445	0.061	21	4	4	2	8	0			553.7	1810.2	526.9	1915.3	492.7	2000.6	465.1	2051.0	444.2	2068.5	L	N	['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N']	5	5	[2201.2293071924396, 2942.452740544129],[597.3476343795368, 2018.3873278465474, 2950.9871501830908, 4358.347370691417],[553.7486117666141, 1810.1860142407638, 2717.982512325549, 3575.906685947754],[545.5996434211872, 1665.1147566023608, 1934.8060783117153, 2745.0052597281506, 3593.833457692848, 4640.677422702695]	[849.8116982560757, 896.5355464395449],[587.0801418563053, 535.2257183000684, 438.38234083982655, 891.2903420076334],[116.3188449656003, 180.18732650896783, 212.0042480313545, 620.8240283267853],[109.56350597010352, 933.1596605186256, 1142.3384803551216, 167.62240803085712, 336.5571521370805, 517.9621534518291]				
AH	0	IT	292.3	1142.5	2126.9	121.9	889.0	192.6	36.485	36.475	36.504	0.029	6	1	4	1	0	0			292.3	1142.5	292.3	1142.5	289.7	1121.9	282.4	1035.5	282.4	1035.5		T	['AH0', 'T']	0	6	[1429.9119838086815, 3118.1235718551115],[285.88352780116765, 2201.9865791222783, 3231.208338246407],[306.129310297885, 2096.5806835052767, 2374.962777313529, 3422.360175245772],[292.2557585117439, 1142.5131620518177, 2126.946627789197, 2652.0318524222116, 3480.1899174838163, 4536.199552440742]	[403.0586177679974, 598.5005445061832],[350.64385522158125, 229.22216488581225, 716.1876306662994],[194.85042721649188, 742.1885476212029, 796.9647043607833, 546.3165731386555],[121.8952958099174, 889.0023254987963, 192.64738278000345, 353.77918745208643, 213.2781069708616, 402.8481168652045]				
IH	0	TO	297.7	2134.3	2712.1	60.6	84.5	221.5	36.587	36.574	36.614	0.04	1	0	0	0	3	0			298.2	2133.6	297.2	2135.1	294.5	2139.5	293.0	2138.7	292.9	2137.0	T		['T', 'IH0']	1	5	[2311.3104501119856, 3277.1107797631075],[1223.9589898058966, 2673.127467020444, 3605.5503816092364],[297.70410811025425, 2134.320410171018, 2712.0927643297455, 3518.3349430595713, 4543.482234208918],[296.87093785938833, 1982.2119779604632, 2316.019484581664, 2960.7855105909366, 3814.7534354594645]	[327.79483358362154, 1127.3514960793527],[314.6238603641497, 297.6166858411054, 686.4164812006009],[60.64703493563014, 84.47829027615686, 221.507553885008, 468.76873258364037, 514.4529007131634],[60.104220602682425, 1830.158425774068, 143.35783763112727, 392.8934828737445, 315.8664648147458]				
